Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity
₹6.44 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,2300,DLF Ltd.,DLF One Midtown,26 (Out of 30 Floors),New Property,,4.0,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹6.0 Cr,3,3Beds,4Baths,4Balconies,2 Covered Parking,2250,Risland India,Risland Sky Mansion,18 (Out of 25 Floors),New Property,,3.0,"SSN Marg, Sat Bari Chattarpur, New Delhi, Delhi 110074, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹5.0 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,208sqyrd,,,1 (Out of 3 Floors),New Property,Ready to Move,,"Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.50 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,1800,TARC The Anant Raj Corporation,TARC Tripundra,3 (Out of 10 Floors),New Property,,5.0,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹5.50 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,3200,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Safdarjung Enclave, Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,Granite,24 Hours Available,No/Rare Powercut
₹3.0 Cr,3,3Beds,2Baths,2Balconies,,193sqyrd,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Rishabh Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹33.0 Lac,3,3Beds,2Baths,,,1050,JVTS Group,JVTS Gardens,1 (Out of 5 Floors),New Property,Ready to Move,,"Chhattarpur, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble",,
₹2.25 Cr,3,3Beds,2Baths,2Balconies,,1500,Cooperative Group Housing Society,DDA Flats Masjid Moth,1 (Out of 4 Floors),Resale,Ready to Move,,"Masjid Moth Phase-1 DDA Flats, Greater Kailash I, Delhi South, Masjid Moth, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone, Vitrified",24 Hours Available,No/Rare Powercut
₹59.0 Lac,3,3Beds,3Baths,,1 Covered Parking,1150,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Plot 17., Chattarpur Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹21.50 Cr,3,3Beds,4Baths,5Balconies,3 Covered Parking,4200,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"Also many more options between 3-10 BHK New Builder Floor Apartments or Independent Houses in South Delhi & Central Delhi on Prime Locations., Jor Bagh, New Delhi - Central, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Marble",24 Hours Available,No/Rare Powercut
₹3.25 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,200sqyrd,,,2 (Out of 4 Floors),New Property,Ready to Move,,"nehru enclaves, Nehru Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Granite, Marble, Marbonite, Wooden",24 Hours Available,No/Rare Powercut
₹50.0 Lac,3,3Beds,2Baths,,,800,,,4 (Out of 5 Floors),New Property,Ready to Move,,"rajpur khurd extension, Chhattarpur, New Delhi - South, Delhi NCR",Furnished,,,
₹65.0 Lac,3,3Beds,2Baths,,1 Covered Parking,1250,,,1 (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Burari, New Delhi - North, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹3.97 Cr,3,3Beds,3Baths,3Balconies,1 Covered Parking,2206,TARC The Anant Raj Corporation,TARC Tripundra,10 (Out of 12 Floors),New Property,,2.0,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹3.81 Cr,2,2Beds,2Baths,2Balconies,1 Covered Parking,1732,DLF Ltd.,DLF One Midtown,11 (Out of 39 Floors),New Property,,,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹55.0 Lac,3,3Beds,2Baths,1Balcony,1 Covered Parking,900,Skyom Infratech,Skyom Apartment,1 (Out of 4 Floors),New Property,Ready to Move,,"Xyz., Mahavir Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut
₹3.97 Cr,3,3Beds,3Baths,4Balconies,1 Covered Parking,1506,TARC The Anant Raj Corporation,TARC Tripundra,4 (Out of 10 Floors),New Property,,2.0,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹5.56 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,1800,DLF Ltd.,DLF One Midtown,4 (Out of 39 Floors),New Property,,4.0,"Moti Nagar, Shivaji Marg, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹4.30 Cr,3,3Beds,3Baths,4Balconies,2 Covered Parking,1161,TARC The Anant Raj Corporation,TARC Tripundra,5 (Out of 10 Floors),New Property,,5.0,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut
₹5.0 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,1400,,,3 (Out of 3 Floors),New Property,,,"Lajpat Nagar 3, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.90 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,1650,TARC The Anant Raj Corporation,TARC Tripundra,4 (Out of 10 Floors),New Property,,2.0,"Bijwasan Road, Near St. Froebell Senior Secondary School, Bijwasan, New Delhi - 110063, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Marble, Marbonite, Wooden",24 Hours Available,No/Rare Powercut
₹3.0 Cr,2,2Beds,2Baths,3Balconies,1 Covered Parking,1750,DLF Ltd.,DLF One Midtown,9 (Out of 38 Floors),New Property,,6.0,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Vitrified",24 Hours Available,No/Rare Powercut
₹6.11 Cr,3,3Beds,4Baths,2Balconies,2 Covered Parking,1462,Godrej Properties,Godrej Prima,18 (Out of 36 Floors),New Property,,3.0,"Plot No.B-319, Okhla Industrial Area, Phase-I, New Delhi, Okhla Phase 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",24 Hours Available,No/Rare Powercut
₹85.0 Lac,3,3Beds,3Baths,1Balcony,,1150,,,1 (Out of 5 Floors),New Property,,,"Vasant Kunj, Kishangarh, car market, near Fortis Hospital, south west Delhi, New Delhi-110070, Sector A Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,,
₹3.50 Cr,2,2Beds,2Baths,3Balconies,2 Covered Parking,1755,DLF Ltd.,DLF One Midtown,3 (Out of 39 Floors),New Property,,5.0,"15, Shivaji Marg, New Delhi, 110015, Karam Pura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹2.50 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,1150,,,1 (Out of 4 Floors),New Property,,,"Paschim vihar, Paschim Vihar Block B3, New Delhi - West, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹72.0 Lac,3,3Beds,2Baths,,,900,,,1 (Out of 5 Floors),New Property,,,"New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,
₹3.86 Cr,3,3Beds,3Baths,4Balconies,2 Covered Parking,1900,TARC The Anant Raj Corporation,TARC Tripundra,8 (Out of 10 Floors),New Property,,3.0,"Bijwasan Road, Near St. Froebell Senior Secondary School, Bijwasan, New Delhi - 110063, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹1.50 Cr,2,2Beds,2Baths,2Balconies,,900,,,2 (Out of 4 Floors),New Property,,,"Pitampura, Poorvi Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,,
₹5.30 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,1600,Godrej Properties,Godrej South Estate,6 (Out of 23 Floors),Resale,,4.0,"Okhla, New Delhi, Okhla Phase 1, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹3.50 Cr,2,2Beds,2Baths,4Balconies,1 Covered Parking,1700,DLF Ltd.,DLF One Midtown,10 (Out of 39 Floors),New Property,,6.0,"Moti Nagar, New Delhi, Karam Pura, New Delhi - West, Delhi NCR",Furnished,Marble,,No/Rare Powercut
₹1.30 Cr,3,3Beds,3Baths,1Balcony,1 Covered Parking,1450,,,1 (Out of 5 Floors),New Property,,,"Plot No 5, MG Road Chattarpur, Near CDR Chowk, Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut
₹25.0 Lac,2,2Beds,2Baths,1Balcony,1 Covered Parking,550,,,2 (Out of 4 Floors),Resale,,,"New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹2.41 Cr,3,3Beds,2Baths,1Balcony,1 Covered Parking,1500,Cooperative Group Housing Society,Kaveri Apartment,7 (Out of 7 Floors),Resale,Ready to Move,,"upper floor, Alaknanda, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
₹4.60 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,1700,,RWA Panchsheel Enclave,3 (Out of 4 Floors),Resale,Ready to Move,,"Panchsheel Enclave, New Delhi, Panchsheel Enclave, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹6.26 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,1463,Godrej Properties,Godrej South Estate,10 (Out of 36 Floors),New Property,,4.0,"Godrej PRIMA Tower, Okhla, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹48.0 Lac,3,3Beds,2Baths,1Balcony,,950,,,1 (Out of 5 Floors),Resale,,,"Govindpuri, Govindpuri Main, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.50 Cr,3,3Beds,2Baths,2Balconies,,1200,,,Ground (Out of 2 Floors),Resale,Ready to Move,,"Tower Apartments, Pitampura, TV Tower, Wazirpur Depot, Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹5.99 Cr,3,3Beds,3Baths,2Balconies,,270sqyrd,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,,,
₹79.5 Lac,3,3Beds,3Baths,,1 Covered Parking,1210,Hindh Homes,Hindh Homes,,New Property,Ready to Move,2.0,"Chhattarpur, New Delhi - South, Delhi NCR",Unfurnished,,24 Hours Available,No/Rare Powercut
₹3.15 Cr,3,3Beds,3Baths,1Balcony,1 Covered Parking,1300,,,2 (Out of 4 Floors),New Property,,,"Poorvi Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹95.0 Lac,2,2Beds,2Baths,,1 Covered Parking,800,,,3 (Out of 4 Floors),New Property,Ready to Move,,"H block, Vikaspuri Block H, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.26 Cr,2,2Beds,2Baths,,,1000,Delhi Development Authority DDA,DDA Flats Sarita Vihar,3 (Out of 5 Floors),Resale,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹1.60 Cr,3,3Beds,3Baths,3Balconies,,1550,Cooperative Group Housing Society,Young Aheria Apartment,5 (Out of 8 Floors),Resale,Ready to Move,,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,,
₹1.67 Cr,3,3Beds,2Baths,3Balconies,1 Covered Parking,1600,Delhi Development Authority DDA,DDA Atulya Apartment,5 (Out of 8 Floors),Resale,Ready to Move,3.0,"sector 18 dwarka, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹2.30 Cr,3,3Beds,3Baths,1Balcony,1 Covered Parking,1250,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Dakshini Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.97 Cr,3,3Beds,3Baths,1Balcony,1 Covered Parking,1800,,,2 (Out of 4 Floors),New Property,Ready to Move,,"A Block, sector 8 Dwarka, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.50 Cr,3,3Beds,2Baths,1Balcony,,1560,Delhi Development Authority DDA,DDA Pocket 2,Ground (Out of 4 Floors),Resale,Ready to Move,,"dda flats sector D pocket 2 Vasant Kunj, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
₹1.85 Cr,3,3Beds,2Baths,2Balconies,1 Covered Parking,1600,,Progressive Apartment,2 (Out of 8 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹2.10 Cr,3,3Beds,3Baths,3Balconies,,1400,,,2 (Out of 4 Floors),Resale,Ready to Move,,"B-block, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.25 Cr,3,3Beds,2Baths,4Balconies,1 Covered Parking,1600,Cooperative Group Housing Society,Himachal Apartment,7 (Out of 8 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.45 Cr,3,3Beds,3Baths,2Balconies,,1400,,,1 (Out of 4 Floors),Resale,Ready to Move,,"c r park, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,
₹3.30 Cr,3,3Beds,3Baths,2Balconies,,1750,,,2 (Out of 4 Floors),New Property,Ready to Move,,"sarswativihar, New Delhi, Delhi NCR",Semi-Furnished,"Vitrified, Marble, Granite",,
₹2.0 Cr,2,2Beds,2Baths,2Balconies,,1100,,,2 (Out of 3 Floors),Resale,Ready to Move,,"New Delhi-South, Hauz Khas Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Mosaic, Marble",,
₹1.95 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,1000,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Kailash Hills, East of Kailash, New Delhi, Delhi, Kailash hills, New Delhi - South, Delhi NCR",Semi-Furnished,"Mosaic, Marble",24 Hours Available,No/Rare Powercut
₹4.15 Cr,3,3Beds,3Baths,3Balconies,2 Covered Parking,2303,Emaar India,Emaar Project Commonwealth Games Village 2010,3 (Out of 8 Floors),New Property,Ready to Move,2.0,"Middle Floor, Commonwealth Games Village 2010, New Delhi - East, Delhi NCR",Semi-Furnished,"Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹3.80 Cr,3,3Beds,3Baths,3Balconies,1 Covered Parking,1700,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Lajpat Nagar, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,Granite,24 Hours Available,No/Rare Powercut
₹1.90 Cr,3,3Beds,2Baths,1Balcony,,1500,Delhi Development Authority DDA,DDA Flats,,Resale,Ready to Move,,"New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
₹4.50 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,1800,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"E Block, GK I, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹42.5 Lac,3,3Beds,2Baths,1Balcony,,810,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble, Granite",,
₹1.60 Cr,3,3Beds,3Baths,1Balcony,,118sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Sector 5 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",,
₹1.80 Cr,3,3Beds,3Baths,3Balconies,,1600,Cooperative Group Housing Society,Highland Tower,6 (Out of 10 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹2.25 Cr,3,3Beds,3Baths,1Balcony,,1300,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"block Saket, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.45 Cr,3,3Beds,3Baths,3Balconies,1 Covered Parking,1400,,,3 (Out of 3 Floors),New Property,Ready to Move,,"New Delhi, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.05 Cr,3,3Beds,2Baths,1Balcony,1 Covered Parking,1381,CIETD Pvt Ltd ,Palm Green,3 (Out of 3 Floors),New Property,Ready to Move,,"Palam, Dwarka Sec-7, Palam Extension, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹1.70 Cr,3,3Beds,2Baths,1Balcony,,1800,Delhi Development Authority DDA,DDA Flats Sarita Vihar,1 (Out of 3 Floors),Resale,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar Pocket F, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.55 Cr,3,3Beds,2Baths,3Balconies,1 Covered Parking,1650,Himachali CGHS Ltd.,Gauri Ganesh Apartment,3 (Out of 10 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marbonite, Mosaic",24 Hours Available,No/Rare Powercut
₹1.30 Cr,2,2Beds,2Baths,,1 Covered Parking,1000,Cooperative Group Housing Society,Green Valley Apartments,4 (Out of 7 Floors),Resale,Ready to Move,2.0,"green valley apartments, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Vitrified,24 Hours Available,No/Rare Powercut
₹3.25 Cr,3,3Beds,3Baths,1Balcony,,1100,,RWA Sarvapriya Vihar,1 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Sarvapriya Vihar, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.25 Cr,3,3Beds,2Baths,4Balconies,1 Covered Parking,1650,Cooperative Group Housing Society,Himachal Apartment,7 (Out of 8 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.80 Cr,3,3Beds,3Baths,3Balconies,,1600,Cooperative Group Housing Society,Brahma Apartments,3 (Out of 10 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Marble, Mosaic",24 Hours Available,No/Rare Powercut
₹4.50 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,1450,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Green park., Green Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles, Marble, Granite",24 Hours Available,No/Rare Powercut
₹6.50 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,2000,,,3 (Out of 4 Floors),Resale,Ready to Move,,"C Block, Panchsheel Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹1.15 Cr,3,3Beds,2Baths,,,1150,East India Earth Movers,East End Apartments,6 (Out of 8 Floors),Resale,Ready to Move,,"Eastend Apartments, Mayur Vihar 1, New Delhi - East, Delhi NCR",Unfurnished,,,
₹85.0 Lac,2,2Beds,2Baths,,,900,,,1 (Out of 4 Floors),Resale,Ready to Move,,"East of Kailash South Delhi, East Of Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹3.60 Cr,3,3Beds,3Baths,3Balconies,3 Covered Parking,1500,Ultra Realty Estates,Ultra Realty Homes,2 (Out of 4 Floors),New Property,Ready to Move,3.0,"New Delhi, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Granite",24 Hours Available,No/Rare Powercut
₹1.65 Cr,3,3Beds,2Baths,2Balconies,,1650,,,2 (Out of 4 Floors),Resale,Ready to Move,,"delhi 92, Guru Angad Nagar West, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹2.25 Cr,3,3Beds,3Baths,1Balcony,1 Covered Parking,1215,,,1 (Out of 4 Floors),New Property,Ready to Move,,"A-afc., Derawal Nagar, New Delhi - North, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹2.60 Cr,3,3Beds,3Baths,2Balconies,,1250,,,2 (Out of 4 Floors),New Property,Ready to Move,,"chittaranjan Park, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.90 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,1650,,,2 (Out of 4 Floors),Resale,Ready to Move,,"B block, lok vihar, Lok Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹2.04 Cr,3,3Beds,3Baths,2Balconies,1 Covered Parking,1700,,,2 (Out of 4 Floors),Resale,Ready to Move,,"saket, H Block-Saket, New Delhi - South, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹2.35 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,1550,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Kailash hills East of Kailash new delhi., Kailash hills, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹45.0 Lac,2,2Beds,2Baths,1Balcony,,500,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹4.25 Cr,3,3Beds,4Baths,3Balconies,2 Covered Parking,1600,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Block-A, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹6.50 Cr,3,3Beds,3Baths,2Balconies,2 Covered Parking,265sqyrd,,,3 (Out of 4 Floors),New Property,Ready to Move,,"Panchsheela Park, Panchsheela Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",24 Hours Available,No/Rare Powercut
₹1.15 Cr,2,2Beds,2Baths,,,1000,Cooperative Group Housing Society,Lake View Apartment,3 (Out of 4 Floors),Resale,Ready to Move,,"PLOT NO. 42, Pocket 42, Sector 9, Rohini, Delhi., Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
